Ciclo,CE_media,CE_desvio,CE_min,CE_max,CE_mediana,CP_media,CP_desvio,CP_min,CP_max,CP_mediana,EPS1_media,EPS1_desvio,EPS1_min,EPS1_max,EPS1_mediana,FS1_media,FS1_desvio,FS1_min,FS1_max,FS1_mediana,FS2_media,FS2_desvio,FS2_min,FS2_max,FS2_mediana,PS1_media,PS1_desvio,PS1_min,PS1_max,PS1_mediana,PS2_media,PS2_desvio,PS2_min,PS2_max,PS2_mediana,PS3_media,PS3_desvio,PS3_min,PS3_max,PS3_mediana,PS4_media,PS4_desvio,PS4_min,PS4_max,PS4_mediana,PS5_media,PS5_desvio,PS5_min,PS5_max,PS5_mediana,PS6_media,PS6_desvio,PS6_min,PS6_max,PS6_mediana,SE_media,SE_desvio,SE_min,SE_max,SE_mediana,TS1_media,TS1_desvio,TS1_min,TS1_max,TS1_mediana,TS2_media,TS2_desvio,TS2_min,TS2_max,TS2_mediana,TS3_media,TS3_desvio,TS3_min,TS3_max,TS3_mediana,TS4_media,TS4_desvio,TS4_min,TS4_max,TS4_mediana,VS1_media,VS1_desvio,VS1_min,VS1_max,VS1_mediana,Cooler_condition,Valve_condition,Pump_leakage,Accumulator_pressure,Stable_flag
26,18.289016666666665,0.23818996062939657,17.792,18.656,18.342,1.3448,0.01898688217994875,1.299,1.375,1.3479999999999999,2434.6056,193.75465917829865,2236.0,2867.8,2368.0,6.647125,3.0189493644008607,0.0,20.318,7.75,9.595623333333332,0.01949276965964298,9.55,9.644,9.596,158.33628166666665,14.571158669376933,143.27,190.7,153.42,107.59213533333335,46.285950315916075,0.0,164.56,127.305,1.7388951666666665,0.8979750135893612,0.0,10.836,1.945,0.0,0.0,0.0,0.0,0.0,8.799729,0.02446134948450506,8.735,8.884,8.8,8.7305495,0.024206312000661052,8.668,8.81,8.731,60.35078333333333,24.27783903284644,0.0,81.84,69.695,49.110033333333334,0.2897882316607028,48.504,49.453,49.129,53.67381666666667,0.17342252621521823,53.363,53.887,53.676,50.522349999999996,0.07289877472174759,50.332,50.609,50.543,45.32215,0.04774076359333816,45.266,45.465,45.301,0.6361166666666667,0.032077285731292926,0.585,0.714,0.631,3,100,0,130,1
27,18.268216666666667,0.21178603622817793,17.692,18.711,18.2905,1.3485833333333335,0.017485385342192877,1.299,1.38,1.3505,2432.5054333333333,193.71330903725197,2235.6,2863.8,2367.6,6.634791666666667,3.0053233884857584,0.0,20.479,7.739,9.57423,0.017925195146359214,9.526,9.632,9.573,158.26508666666666,14.603530076923198,141.47,190.79,153.37,107.51676166666665,46.276801218152194,0.0,165.65,127.28,1.731176,0.9036668466045849,0.0,10.695,1.953,0.0,0.0,0.0,0.0,0.0,8.796408833333334,0.023339261816999034,8.737,8.862,8.797,8.727123833333334,0.022887277467706243,8.674,8.8,8.727,60.216483333333336,24.194677983567612,0.0,81.898,69.62100000000001,49.31875,0.3082194147472246,48.68,49.629,49.361,53.870583333333336,0.19289799637541358,53.566,54.117,53.863,50.721199999999996,0.05272371222238104,50.582,50.762,50.746,45.496316666666665,0.04391806379707101,45.355,45.547,45.508,0.6377333333333334,0.0425759009843922,0.578,0.762,0.6305000000000001,3,100,0,130,1
28,18.6461,0.27158047781864514,18.152,19.08,18.704500000000003,1.3834166666666665,0.021994831185304913,1.342,1.419,1.3875,2432.6523666666667,193.6267687209785,2235.8,2865.4,2367.8,6.64688,3.030619161123067,0.0,20.463,7.743,9.554103333333332,0.019211571070421683,9.496,9.611,9.554,158.25193833333333,14.616949138809732,142.96,190.76,153.35,107.48398466666667,46.28544215719849,0.0,166.47,127.28999999999999,1.7406128333333333,0.8798815264106458,0.0,10.891,1.977,0.0,0.0,0.0,0.0,0.0,8.7914385,0.024679520474915492,8.729,8.861,8.792,8.722814,0.024149470735874874,8.665,8.79,8.722,60.431349999999995,24.309403585280194,0.0,81.61,69.5075,49.49523333333333,0.27786201713256076,48.906,49.773,49.59,54.0596,0.1725991928020966,53.766,54.273,54.08,50.9105,0.07026354746021961,50.75,51.02,50.932,45.53816666666667,0.08199466015409564,45.344,45.719,45.531,0.6266999999999999,0.03138730176145139,0.585,0.723,0.621,3,100,0,130,1
29,18.258216666666666,0.24421240349867593,17.72,18.747,18.247999999999998,1.3594166666666667,0.020410442381097377,1.313,1.401,1.3615,2428.3547000000003,194.1885557744735,2232.0,2861.6,2363.6,6.64119,3.0148965996217334,0.0,20.479,7.741,9.5382,0.018729780416689885,9.479,9.606,9.538,158.09042666666667,14.66644993549,142.16,190.8,153.18,107.34845083333333,46.19596435677099,0.0,166.4,127.235,1.7405576666666667,0.8851473852736799,0.0,10.969,1.977,0.0,0.0,0.0,0.0,0.0,8.7816525,0.02262512010487132,8.722,8.84,8.781,8.7142685,0.021928152720425104,8.653,8.776,8.714,60.35935,24.258142202417563,0.0,81.682,69.60900000000001,49.66363333333334,0.30956913560223964,49.039,50.012,49.7365,54.20558333333334,0.16710935135632096,53.863,54.418,54.207,51.065333333333335,0.062253899657758995,51.004,51.215,51.027,45.77081666666666,0.05618205626645692,45.602,45.887,45.773,0.63505,0.03306205003538609,0.587,0.72,0.628,3,100,0,130,1
30,18.431566666666665,0.212180956242756,17.957,18.852,18.4405,1.3755666666666668,0.01678009986300531,1.339,1.408,1.374,2425.8440333333333,195.50669734269786,2222.0,2861.6,2361.6,6.644685,3.0192430585915204,0.0,20.479,7.755,9.530806666666667,0.017787165625543833,9.479,9.586,9.531,157.950735,14.730955443707463,142.12,190.69,153.1,107.2348865,46.14630164396542,0.0,166.27,127.185,1.734965,0.873147249205307,0.0,10.672,1.992,0.0,0.0,0.0,0.0,0.0,8.778931666666667,0.02314150496613201,8.718,8.84,8.778,8.7114815,0.022308987865278806,8.649,8.771,8.712,60.39046666666666,24.295170591080804,0.0,82.119,69.82849999999999,49.82441666666667,0.28580432393846794,49.203,50.16,49.876999999999995,54.38483333333333,0.1823937040493373,54.109,54.625,54.375,51.162533333333336,0.060547912577680205,51.02,51.281,51.148,45.799083333333336,0.044338945526428114,45.699,45.891,45.793,0.6339666666666666,0.032621593486246506,0.587,0.726,0.631,3,100,0,130,1
31,18.57785,0.22680992004431436,18.179,19.129,18.554000000000002,1.3909333333333334,0.019999039524959857,1.351,1.44,1.3885,2425.4720666666667,195.44520431835323,2223.0,2863.8,2361.4,6.62911,3.002399130495146,0.0,20.46,7.749499999999999,9.521891666666667,0.01741566649949572,9.474,9.568,9.5215,157.955,14.731912458133646,141.9,190.69,153.1,107.22357699999999,46.152335790653325,0.0,166.24,126.92,1.7374010000000002,0.8747110489196892,0.0,11.195,1.992,0.0,0.0,0.0,0.0,0.0,8.7708895,0.02301702819684758,8.71,8.833,8.771,8.704261500000001,0.022191646985957145,8.648,8.767,8.704,60.146883333333335,24.189774519231115,0.0,81.951,69.6285,49.928266666666666,0.274344758156024,49.316,50.223,50.004000000000005,54.48656666666667,0.1511260969361022,54.199,54.691,54.525000000000006,51.350183333333334,0.04043680638643893,51.27,51.434,51.358999999999995,45.932249999999996,0.05498709401736452,45.77,45.98,45.957,0.6377833333333334,0.0486837221487828,0.582,0.804,0.627,3,100,0,130,1
32,18.483833333333333,0.30050455687154576,17.841,19.137,18.4225,1.3873,0.023728906779477997,1.341,1.433,1.3845,2424.2784666666666,195.86822436662857,2220.0,2861.4,2359.8,6.624546666666666,3.003481459231738,0.0,20.253,7.753,9.50547,0.019223379790008727,9.459,9.582,9.504,157.90042833333334,14.74617224002522,142.15,190.72,153.02,107.179437,46.13187293656946,0.0,165.95,126.88,1.733439,0.8717964591137952,0.0,10.695,1.992,0.0,0.0,0.0,0.0,0.0,8.76322,0.022670904885364575,8.698,8.825,8.763,8.698755833333333,0.021913487082728944,8.637,8.755,8.698,60.0647,24.1733318252903,0.0,82.523,69.577,50.03428333333333,0.272774762219591,49.465,50.383,50.131,54.60176666666666,0.1659086298127063,54.336,54.809,54.623000000000005,51.49528333333333,0.05860904415273125,51.418,51.641,51.512,46.073049999999995,0.0813411783055507,45.93,46.191,46.086,0.6265999999999999,0.03414932314389899,0.59,0.712,0.618,3,100,0,130,1
33,18.742933333333333,0.29117400393059073,18.223,19.409,18.735999999999997,1.4084666666666665,0.02332123980385052,1.369,1.465,1.402,2424.3659666666667,195.82091541393424,2221.8,2861.6,2359.8,6.641248333333333,3.019667019420771,0.0,20.479,7.751,9.495528333333333,0.01966019844492171,9.434,9.569,9.494,157.96926166666665,14.734913697919694,141.93,190.63,153.13,107.24081533333333,46.16656574927438,0.0,166.38,127.035,1.737158,0.8689250294590855,0.0,11.117,1.992,0.0,0.0,0.0,0.0,0.0,8.758904833333332,0.023916816517341254,8.694,8.827,8.759,8.694084833333333,0.023403039411179466,8.63,8.756,8.693,60.37018333333333,24.30001169944035,0.0,82.179,69.768,50.169133333333335,0.2751099297486862,49.574,50.473,50.215,54.72258333333333,0.16254650355885683,54.43,54.937,54.717,51.57951666666667,0.06132643737331963,51.5,51.77,51.566,46.083816666666664,0.06275929039651036,45.957,46.18,46.099999999999994,0.63425,0.03503926369089403,0.581,0.734,0.63,3,100,0,130,1
34,18.705316666666665,0.35738202944713177,17.889,19.529,18.742,1.4116166666666667,0.02747454394474547,1.356,1.474,1.4129999999999998,2423.3834,195.49750403382086,2221.8,2857.6,2359.0,6.63251,3.010008636735455,0.0,20.479,7.752,9.488206666666667,0.01804198282143951,9.429,9.548,9.486,157.8799283333333,14.758764996962663,142.13,190.58,152.99,107.12953016666667,46.127255785578015,0.0,166.38,126.9,1.7336915,0.8703414360833583,0.0,10.695,1.992,0.0,0.0,0.0,0.0,0.0,8.752250333333333,0.023393422335999427,8.688,8.82,8.752,8.687685499999999,0.02296747353447635,8.622,8.755,8.688,60.20711666666667,24.206664333868854,0.0,81.876,69.76400000000001,50.28476666666667,0.26945263831291166,49.719,50.578,50.369,54.867333333333335,0.16991729460432134,54.598,55.102,54.871,51.73011666666666,0.06420810753671241,51.605,51.828,51.760000000000005,46.20785,0.09693905564051078,45.93,46.363,46.215,0.6351833333333333,0.04201028593444452,0.59,0.752,0.6285000000000001,3,100,0,130,1
35,18.63385,0.33643408325091034,18.007,19.204,18.674500000000002,1.4061333333333332,0.02816384668128648,1.351,1.449,1.409,2421.6704,196.20705255355173,2219.8,2861.4,2357.0,6.635743333333333,3.0241645909646353,0.0,20.479,7.741,9.473754999999999,0.018687884757989468,9.422,9.539,9.474,157.83447333333334,14.764007765853302,142.07,190.7,152.94,107.08963366666667,46.10332892712645,0.0,166.49,126.75999999999999,1.7324601666666668,0.8703169796234039,0.0,10.937,1.992,0.0,0.0,0.0,0.0,0.0,8.742353666666666,0.022341458696444907,8.686,8.807,8.742,8.6785535,0.02239634055886159,8.621,8.743,8.679,60.33853333333333,24.296048434699063,0.0,82.005,69.68299999999999,50.388083333333334,0.24295373708091184,49.863,50.703,50.441,54.98786666666667,0.1737955614368297,54.695,55.223,54.9865,51.869099999999996,0.08664767936294304,51.762,52.043,51.852,46.36218333333333,0.07534631719018915,46.184,46.48,46.370999999999995,0.6517333333333333,0.06755107713870204,0.59,0.965,0.637,3,100,0,130,1
36,18.907183333333332,0.26662050041761126,18.298,19.459,18.88,1.4286666666666668,0.0214655156374573,1.378,1.467,1.4245,2421.0855666666666,195.49404097914544,2218.0,2855.6,2355.8,6.625091666666666,3.0033472645115986,0.0,20.479,7.7445,9.465456666666666,0.01729469957176677,9.413,9.525,9.466,157.79948666666667,14.766434277329843,142.2,190.58,152.91,107.07464449999999,46.11007551869224,0.0,166.31,126.745,1.7251653333333334,0.8692409140313122,0.0,10.641,1.977,0.0,0.0,0.0,0.0,0.0,8.745542833333333,0.022439372084399674,8.676,8.806,8.745,8.682093666666667,0.02209944850351709,8.62,8.741,8.682,60.19851666666667,24.20928517100913,0.0,82.355,69.6485,50.50148333333333,0.27198476351060386,49.961,50.797,50.5685,55.0898,0.17354536358064387,54.781,55.305,55.125,51.95345,0.07435449332734687,51.797,52.051,51.945,46.35541666666666,0.06501402499713203,46.195,46.461,46.375,0.64185,0.051872668418094285,0.593,0.841,0.624,3,100,0,130,1
37,18.781366666666667,0.31588514146580193,18.219,19.453,18.7935,1.4208166666666666,0.024217581277614524,1.376,1.467,1.421,2421.4944333333333,195.37249048254384,2219.8,2855.6,2357.2,6.622036666666667,2.9976421221480614,0.0,20.423,7.751,9.461879999999999,0.017435086379533542,9.407,9.512,9.462,157.76861,14.76327118326318,141.69,190.56,152.91,107.01590383333333,46.11488195913467,0.0,164.99,126.77,1.7241555000000002,0.8689941561715633,0.0,10.75,1.977,0.0,0.0,0.0,0.0,0.0,8.743158666666666,0.022895986458800702,8.681,8.809,8.743,8.6798235,0.022543189222321087,8.611,8.739,8.679,60.004983333333335,24.117460524529935,0.0,81.873,69.497,50.59571666666667,0.27413105190003445,49.996,50.879,50.629000000000005,55.21276666666667,0.17977748644579614,54.883,55.449,55.234,52.059333333333335,0.05769577332774794,52.012,52.219,52.031,46.48551666666666,0.08105563932674371,46.281,46.625,46.473,0.6413,0.05475439770280192,0.587,0.808,0.621,3,100,0,130,1
38,18.7186,0.2704088053926821,18.208,19.196,18.786,1.4174,0.023193511658454118,1.373,1.461,1.423,2422.7842333333333,195.42376663592552,2219.8,2856.6,2358.0,6.630413333333333,3.0121807959906923,0.0,20.479,7.741,9.452106666666667,0.01737070881580633,9.405,9.514,9.451,157.76164166666666,14.777406975326015,142.34,190.56,152.89,107.01763666666666,46.07884779409804,0.0,166.22,126.75999999999999,1.7163973333333333,0.8662368601269094,0.0,11.031,1.969,0.0,0.0,0.0,0.0,0.0,8.737774666666667,0.023714417987635183,8.682,8.806,8.737,8.676078333333333,0.023486367651606103,8.616,8.747,8.676,60.19785,24.21140003990626,0.0,81.939,69.608,50.67221666666667,0.26576809641762744,50.121,51.008,50.745999999999995,55.298433333333335,0.15814543474622947,55.0,55.477,55.3125,52.14393333333333,0.08037388619397245,52.016,52.293,52.121,46.573166666666665,0.057933382743955125,46.391,46.633,46.594,0.6397333333333334,0.04941380671214583,0.589,0.826,0.625,3,100,0,130,1
39,18.847166666666666,0.2827136160508784,18.439,19.422,18.904,1.43355,0.02396637828574825,1.398,1.488,1.4355,2424.2356333333337,196.1414083570255,2222.0,2859.4,2359.6,6.635855,3.0191875385545806,0.0,20.479,7.748,9.442305,0.01617275192542749,9.396,9.494,9.443,157.83084333333335,14.758082334362413,141.77,190.56,152.98,107.082773,46.13576611833119,0.0,166.26,126.86,1.7233014999999998,0.8676091554028474,0.0,10.445,1.977,0.0,0.0,0.0,0.0,0.0,8.732193833333334,0.023294878633174348,8.667,8.801,8.731,8.670217666666666,0.022807929648071875,8.608,8.739,8.67,60.25461666666667,24.246314451431243,0.0,81.934,69.648,50.71945,0.25642809974529446,50.18,51.023,50.814499999999995,55.35195,0.13938574994644848,55.109,55.52,55.3905,52.29423333333333,0.07611395708592066,52.191,52.473,52.281,46.6557,0.04886796462001053,46.547,46.723,46.633,0.6484666666666666,0.055974711804366827,0.577,0.897,0.6385000000000001,3,100,0,130,1
40,19.208066666666664,0.25391977023759726,18.675,19.713,19.235,1.46255,0.02136401615896886,1.414,1.503,1.4655,2420.9752,196.71375141295638,2218.0,2861.6,2355.8,6.633998333333333,3.0101112556320384,0.0,20.479,7.749,9.440233333333333,0.01723738479622921,9.389,9.494,9.439,157.73760166666668,14.791619398567038,142.05,190.6,152.875,106.986294,46.10712922969574,0.0,166.5,126.695,1.730678,0.8677240505025997,0.0,11.086,1.992,0.0,0.0,0.0,0.0,0.0,8.736621833333333,0.022352086239662027,8.684,8.795,8.736,8.674893166666665,0.022054239612518813,8.617,8.735,8.675,60.273900000000005,24.23750982461492,0.0,82.223,69.7005,50.81441666666667,0.24836545596664023,50.293,51.129,50.875,55.45013333333333,0.15307575023736314,55.207,55.645,55.4785,52.334399999999995,0.0720172295769048,52.242,52.473,52.297,46.580283333333334,0.06465189489971603,46.441,46.699,46.594,0.6307333333333334,0.03980966012851679,0.585,0.734,0.6265000000000001,3,100,0,130,1
41,19.6554,0.2618948682847746,19.046,20.074,19.6995,1.5034166666666666,0.019580595433084318,1.46,1.534,1.5045,2424.3420666666666,194.593122294366,2221.6,2859.8,2360.4,6.621596666666667,3.0065982003841407,0.0,20.479,7.7524999999999995,9.441149999999999,0.016065106475737053,9.398,9.501,9.441,157.79064166666666,14.765385317430432,141.6,190.93,152.94,107.04378299999999,46.12203018128363,0.0,166.29,126.75999999999999,1.7351098333333332,0.8745117597301287,0.0,10.836,1.992,0.0,0.0,0.0,0.0,0.0,8.737543666666667,0.02198726145976255,8.686,8.805,8.737,8.675093166666667,0.021583638762172185,8.623,8.737,8.675,59.95675000000001,24.096778213248232,0.0,81.677,69.70949999999999,50.905166666666666,0.26092372849243933,50.371,51.223,50.9765,55.54883333333333,0.1521196191524065,55.273,55.723,55.549,52.41903333333333,0.04134106452208772,52.355,52.469,52.449,46.5101,0.07384378839648277,46.406,46.707,46.471000000000004,0.63165,0.04486772461206846,0.582,0.781,0.621,3,100,0,130,1
42,19.023149999999998,0.3254081570029673,18.515,19.593,19.0105,1.45795,0.027727747223705267,1.416,1.508,1.4585,2421.6365,196.60932761621748,2218.0,2859.8,2356.0,6.6197799999999996,3.0015098217869975,0.0,20.479,7.749499999999999,9.431788333333333,0.01706347368247213,9.385,9.485,9.432,157.69486333333333,14.800616528473588,142.2,190.59,152.76,106.96930400000001,46.05382670417959,0.0,166.44,126.66,1.7331998333333334,0.8768348056766714,0.0,11.133,1.992,0.0,0.0,0.0,0.0,0.0,8.727892,0.022470539754522983,8.667,8.787,8.7275,8.667084833333334,0.022442249866462552,8.604,8.729,8.667,60.02101666666667,24.11605901728434,0.0,82.086,69.6365,50.97945,0.25203567308710945,50.449,51.301,51.035,55.60165,0.12803492968850244,55.387,55.773,55.620999999999995,52.492533333333334,0.06410253086483339,52.445,52.672,52.461,46.75795,0.09468259643565242,46.566,46.867,46.789,0.6349833333333332,0.03417725066878316,0.591,0.733,0.6295,3,100,0,130,1
43,18.979666666666667,0.2990587305092192,18.465,19.673,18.977,1.4568833333333333,0.025671385948117024,1.414,1.515,1.4555,2421.670433333333,196.28590720011724,2219.8,2859.8,2357.4,6.617328333333333,2.986500933127233,0.0,20.347,7.748,9.424265,0.017168265994622452,9.381,9.47,9.424,157.65831166666666,14.812274686210916,141.6,190.59,152.79,106.9178375,46.05180751496439,0.0,164.18,126.92,1.7281376666666668,0.8675081212518758,0.0,10.922,1.977,0.0,0.0,0.0,0.0,0.0,8.7249925,0.022283398949175245,8.668,8.795,8.724,8.664492666666666,0.022316315762545492,8.602,8.724,8.663,59.99605,24.057834589444056,0.0,81.98,69.3275,51.069516666666665,0.255102803582158,50.543,51.395,51.135,55.68198333333333,0.14247277369005407,55.453,55.891,55.723,52.53968333333333,0.07412620746246541,52.445,52.684,52.539,46.80316666666667,0.06161558427856771,46.672,46.937,46.82,0.6306666666666666,0.04372241664768915,0.568,0.75,0.623,3,100,0,130,1
44,19.26975,0.21547492873941035,18.837,19.702,19.268,1.4838333333333333,0.019232887323599106,1.443,1.517,1.4845000000000002,2420.5835333333334,197.13083931782313,2219.8,2861.0,2354.4,6.621698333333334,2.9929587430154956,0.0,20.479,7.749499999999999,9.420413333333332,0.016207208629953406,9.377,9.477,9.419,157.63319333333334,14.845990257992678,141.77,190.6,152.76,106.9272585,46.04689644531669,0.0,166.38,127.025,1.7272038333333333,0.8766470560961978,0.0,11.062,1.992,0.0,0.0,0.0,0.0,0.0,8.726438666666667,0.022264153258297528,8.67,8.787,8.726,8.666371833333333,0.02229317692916748,8.606,8.727,8.666,60.064283333333336,24.0586483045161,0.0,81.745,69.403,51.11586666666667,0.2595879046219017,50.566,51.398,51.143,55.73405,0.15538377039348805,55.48,55.941,55.724999999999994,52.64298333333333,0.07058652381746028,52.535,52.785,52.648,46.80361666666667,0.049395358207318205,46.68,46.879,46.801,0.6396499999999999,0.06311593448916593,0.578,0.908,0.6265000000000001,3,100,0,130,1
45,19.124633333333335,0.2921917159504286,18.546,19.645,19.2095,1.4745,0.023867927561933455,1.424,1.519,1.48,2418.8604,196.35190294503963,2217.8,2857.8,2353.6,6.62801,2.9955189861793454,0.0,20.479,7.751,9.412903333333334,0.01701695086033902,9.356,9.466,9.414,157.59208166666667,14.84314990267142,142.06,190.55,152.73,106.9054745,46.03677080991287,0.0,166.18,127.05000000000001,1.7351356666666666,0.8705871795905523,0.0,11.078,1.992,0.0,0.0,0.0,0.0,0.0,8.717881499999999,0.022425259711511932,8.653,8.783,8.717,8.657165833333334,0.022604892453465655,8.587,8.722,8.656,60.24908333333334,24.14151353524875,0.0,82.035,69.6095,51.193216666666665,0.254572828756811,50.621,51.477,51.293,55.79246666666667,0.1566756843179473,55.496,55.977,55.799,52.719516666666664,0.0669703935767083,52.637,52.867,52.711,46.90495,0.0783398560813576,46.777,47.043,46.875,0.6396,0.05781243781490013,0.578,0.846,0.626,3,100,0,130,1
46,19.306649999999998,0.3457703178583485,18.485,19.816,19.416,1.4863,0.02696595468112349,1.418,1.529,1.4925000000000002,2419.7332666666666,195.82994888799783,2217.6,2853.6,2355.6,6.619646666666667,2.9906462998221577,0.0,20.479,7.754,9.405723333333334,0.01717775444098928,9.359,9.461,9.406,157.58220166666666,14.836762198047715,141.17,190.55,152.72,106.88391383333334,46.05271572109828,0.0,166.27,127.035,1.7355376666666669,0.8720806157391341,0.0,10.992,1.992,0.0,0.0,0.0,0.0,0.0,8.7175635,0.0221385784064585,8.655,8.78,8.717,8.657379833333334,0.02229615990322079,8.591,8.715,8.656,60.06355,24.048739518344544,0.0,81.9,69.4705,51.21803333333333,0.244511964052838,50.637,51.484,51.285,55.84343333333333,0.1501049764491631,55.559,56.047,55.8615,52.79156666666667,0.05784472689345855,52.703,52.875,52.785,46.92588333333333,0.10116727072856868,46.766,47.117,46.873,0.64095,0.05635042447917369,0.577,0.839,0.6265000000000001,3,100,0,130,1
47,19.37135,0.33074527169070966,18.675,19.852,19.441000000000003,1.4947833333333334,0.026578372542457308,1.439,1.532,1.5034999999999998,2422.4907333333335,196.13585969944242,2220.0,2861.0,2358.0,6.64247,3.013165565255151,0.0,20.479,7.764,9.405183333333333,0.016193314297434053,9.364,9.45,9.405,157.58094333333335,14.832303989953797,142.22,190.58,152.7,106.88588216666666,46.055968591415414,0.0,166.21,127.005,1.7254746666666667,0.8678983281138859,0.0,10.812,1.977,0.0,0.0,0.0,0.0,0.0,8.716984166666666,0.021996497227677964,8.656,8.786,8.717,8.656672499999999,0.021925503377722807,8.594,8.717,8.656,60.36428333333333,24.201159796477377,0.0,82.118,69.523,51.28616666666667,0.2426103220425363,50.797,51.566,51.341499999999996,55.90363333333333,0.16384676250057517,55.629,56.141,55.918,52.857,0.05277615023756769,52.773,52.969,52.863,46.96061666666667,0.08742902044412386,46.812,47.105,46.949,0.6575333333333333,0.0719563112899993,0.58,0.875,0.637,3,100,0,130,1
48,19.592466666666667,0.2970641354404341,18.785,20.2,19.6,1.5110333333333335,0.027348328531124705,1.442,1.567,1.5125,2417.8548333333333,198.0661786924486,2214.0,2862.2,2351.8,6.640555,3.0165060934788417,0.0,20.479,7.756,9.402801666666665,0.017318454858522604,9.356,9.466,9.402000000000001,157.56419666666667,14.856790714228028,141.34,190.56,152.68,106.84422833333333,46.041711791815956,0.0,166.41,126.95,1.7243855000000001,0.8683364990614817,0.0,10.977,1.977,0.0,0.0,0.0,0.0,0.0,8.709383166666667,0.024623107024479722,8.637,8.777,8.71,8.649768,0.024341122770111828,8.576,8.714,8.649,60.47613333333333,24.245362818881656,0.0,82.102,69.79050000000001,51.348349999999996,0.24198794093780743,50.82,51.656,51.422,55.98213333333333,0.16885330777933658,55.711,56.215,55.994,52.887233333333334,0.06473082902287565,52.773,53.051,52.867,46.91843333333333,0.07361935234398737,46.812,47.094,46.92,0.6304666666666667,0.05134214466896605,0.57,0.777,0.6194999999999999,3,100,0,130,1
