Ciclo,CE_media,CE_min,CE_max,CE_mediana,CP_media,CP_desvio,CP_min,CP_max,CP_mediana,EPS1_media,EPS1_desvio,EPS1_min,EPS1_max,EPS1_mediana,FS1_media,FS1_desvio,FS1_max,FS1_mediana,FS2_media,FS2_desvio,FS2_min,FS2_max,FS2_mediana,PS1_media,PS1_desvio,PS1_min,PS1_max,PS1_mediana,PS2_media,PS2_desvio,PS2_min,PS2_max,PS2_mediana,PS3_media,PS3_desvio,PS3_min,PS3_max,PS3_mediana,PS4_media,PS4_desvio,PS4_min,PS4_max,PS4_mediana,PS5_media,PS5_min,PS5_max,PS5_mediana,PS6_media,PS6_min,PS6_max,PS6_mediana,SE_media,SE_desvio,SE_min,SE_max,SE_mediana,TS1_media,TS1_desvio,TS1_min,TS1_max,TS1_mediana,TS2_media,TS2_desvio,TS2_min,TS2_max,TS2_mediana,TS3_media,TS3_desvio,TS3_min,TS3_max,TS3_mediana,TS4_media,TS4_desvio,TS4_min,TS4_max,TS4_mediana,VS1_media,VS1_desvio,VS1_min,VS1_max,VS1_mediana,Cooler_condition,Valve_condition,Pump_leakage,Accumulator_pressure,Stable_flag
28,18.6461,18.152,19.08,18.704500000000003,1.3834166666666663,0.0219948311853049,1.342,1.419,1.3875,2432.6523666666667,193.6267687209785,2235.8,2865.4,2367.8,6.64688,3.030619161123067,20.463,7.743,9.554103333333332,0.0192115710704216,9.496,9.611,9.554,158.25193833333333,14.616949138809732,142.96,190.76,153.35,107.48398466666669,46.28544215719849,0.0,166.47,127.29,1.7406128333333333,0.8798815264106458,0.0,10.891,1.977,0.0,0.0,0.0,0.0,0.0,8.7914385,8.729,8.861,8.792,8.722814,8.665,8.79,8.722,60.43135,24.309403585280197,0.0,81.61,69.5075,49.49523333333333,0.2778620171325607,48.906,49.773,49.59,54.0596,0.1725991928020966,53.766,54.273,54.08,50.9105,0.0702635474602196,50.75,51.02,50.932,45.53816666666667,0.0819946601540956,45.344,45.719,45.531,0.6266999999999999,0.0313873017614513,0.585,0.723,0.621,3,100,0,130,1
29,18.258216666666662,17.72,18.747,18.248,1.3594166666666667,0.0204104423810973,1.313,1.401,1.3615,2428.3547000000003,194.1885557744735,2232.0,2861.6,2363.6,6.64119,3.0148965996217334,20.479,7.741,9.5382,0.0187297804166898,9.479,9.606,9.538,158.09042666666667,14.66644993549,142.16,190.8,153.18,107.34845083333332,46.19596435677099,0.0,166.4,127.235,1.740557666666667,0.8851473852736799,0.0,10.969,1.977,0.0,0.0,0.0,0.0,0.0,8.7816525,8.722,8.84,8.781,8.7142685,8.653,8.776,8.714,60.35935,24.258142202417563,0.0,81.682,69.60900000000001,49.66363333333334,0.3095691356022396,49.039,50.012,49.7365,54.20558333333334,0.1671093513563209,53.863,54.418,54.207,51.065333333333335,0.0622538996577589,51.004,51.215,51.027,45.77081666666666,0.0561820562664569,45.602,45.887,45.773,0.63505,0.033062050035386,0.587,0.72,0.628,3,100,0,130,1
30,18.431566666666665,17.957,18.852,18.4405,1.3755666666666668,0.0167800998630053,1.339,1.408,1.374,2425.8440333333333,195.50669734269783,2222.0,2861.6,2361.6,6.644685,3.0192430585915204,20.479,7.755,9.530806666666669,0.0177871656255438,9.479,9.586,9.531,157.950735,14.730955443707463,142.12,190.69,153.1,107.2348865,46.14630164396542,0.0,166.27,127.185,1.734965,0.873147249205307,0.0,10.672,1.992,0.0,0.0,0.0,0.0,0.0,8.778931666666667,8.718,8.84,8.778,8.7114815,8.649,8.771,8.712,60.39046666666666,24.295170591080804,0.0,82.119,69.82849999999999,49.82441666666667,0.2858043239384679,49.203,50.16,49.877,54.38483333333333,0.1823937040493373,54.109,54.625,54.375,51.162533333333336,0.0605479125776802,51.02,51.281,51.148,45.799083333333336,0.0443389455264281,45.699,45.891,45.793,0.6339666666666666,0.0326215934862465,0.587,0.726,0.631,3,100,0,130,1
31,18.57785,18.179,19.129,18.554,1.3909333333333334,0.0199990395249598,1.351,1.44,1.3885,2425.4720666666667,195.44520431835323,2223.0,2863.8,2361.4,6.62911,3.002399130495146,20.46,7.749499999999999,9.521891666666669,0.0174156664994957,9.474,9.568,9.5215,157.955,14.731912458133646,141.9,190.69,153.1,107.223577,46.152335790653325,0.0,166.24,126.92,1.7374010000000002,0.8747110489196892,0.0,11.195,1.992,0.0,0.0,0.0,0.0,0.0,8.7708895,8.71,8.833,8.771,8.704261500000001,8.648,8.767,8.704,60.146883333333335,24.189774519231115,0.0,81.951,69.6285,49.928266666666666,0.274344758156024,49.316,50.223,50.004000000000005,54.48656666666667,0.1511260969361022,54.199,54.691,54.525000000000006,51.35018333333333,0.0404368063864389,51.27,51.434,51.359,45.93225,0.0549870940173645,45.77,45.98,45.957,0.6377833333333334,0.0486837221487828,0.582,0.804,0.627,3,100,0,130,1
32,18.483833333333333,17.841,19.137,18.4225,1.3873,0.0237289067794779,1.341,1.433,1.3845,2424.278466666666,195.86822436662857,2220.0,2861.4,2359.8,6.624546666666666,3.003481459231738,20.253,7.753,9.50547,0.0192233797900087,9.459,9.582,9.504,157.90042833333334,14.74617224002522,142.15,190.72,153.02,107.179437,46.13187293656946,0.0,165.95,126.88,1.733439,0.8717964591137952,0.0,10.695,1.992,0.0,0.0,0.0,0.0,0.0,8.76322,8.698,8.825,8.763,8.698755833333333,8.637,8.755,8.698,60.0647,24.1733318252903,0.0,82.523,69.577,50.03428333333333,0.272774762219591,49.465,50.383,50.131,54.60176666666666,0.1659086298127063,54.336,54.809,54.623000000000005,51.49528333333333,0.0586090441527312,51.418,51.641,51.512,46.07305,0.0813411783055507,45.93,46.191,46.086,0.6265999999999999,0.0341493231438989,0.59,0.712,0.618,3,100,0,130,1
33,18.742933333333333,18.223,19.409,18.736,1.4084666666666663,0.0233212398038505,1.369,1.465,1.402,2424.3659666666667,195.82091541393424,2221.8,2861.6,2359.8,6.641248333333333,3.019667019420771,20.479,7.751,9.495528333333333,0.0196601984449217,9.434,9.569,9.494,157.96926166666665,14.734913697919694,141.93,190.63,153.13,107.24081533333332,46.16656574927438,0.0,166.38,127.035,1.737158,0.8689250294590855,0.0,11.117,1.992,0.0,0.0,0.0,0.0,0.0,8.758904833333332,8.694,8.827,8.759,8.694084833333333,8.63,8.756,8.693,60.37018333333333,24.30001169944035,0.0,82.179,69.768,50.169133333333335,0.2751099297486862,49.574,50.473,50.215,54.72258333333333,0.1625465035588568,54.43,54.937,54.717,51.57951666666667,0.0613264373733196,51.5,51.77,51.566,46.08381666666666,0.0627592903965103,45.957,46.18,46.1,0.63425,0.035039263690894,0.581,0.734,0.63,3,100,0,130,1
34,18.705316666666665,17.889,19.529,18.742,1.4116166666666667,0.0274745439447454,1.356,1.474,1.4129999999999998,2423.3834,195.4975040338209,2221.8,2857.6,2359.0,6.63251,3.010008636735455,20.479,7.752,9.488206666666668,0.0180419828214395,9.429,9.548,9.486,157.8799283333333,14.758764996962665,142.13,190.58,152.99,107.12953016666668,46.127255785578015,0.0,166.38,126.9,1.7336915,0.8703414360833583,0.0,10.695,1.992,0.0,0.0,0.0,0.0,0.0,8.752250333333333,8.688,8.82,8.752,8.687685499999999,8.622,8.755,8.688,60.20711666666667,24.20666433386885,0.0,81.876,69.76400000000001,50.28476666666667,0.2694526383129116,49.719,50.578,50.369,54.867333333333335,0.1699172946043213,54.598,55.102,54.871,51.73011666666666,0.0642081075367124,51.605,51.828,51.760000000000005,46.20785,0.0969390556405107,45.93,46.363,46.215,0.6351833333333333,0.0420102859344445,0.59,0.752,0.6285000000000001,3,100,0,130,1
35,18.63385,18.007,19.204,18.6745,1.4061333333333332,0.0281638466812864,1.351,1.449,1.409,2421.6704,196.20705255355173,2219.8,2861.4,2357.0,6.635743333333333,3.0241645909646357,20.479,7.741,9.473755,0.0186878847579894,9.422,9.539,9.474,157.83447333333334,14.764007765853302,142.07,190.7,152.94,107.08963366666669,46.10332892712645,0.0,166.49,126.76,1.7324601666666668,0.8703169796234039,0.0,10.937,1.992,0.0,0.0,0.0,0.0,0.0,8.742353666666666,8.686,8.807,8.742,8.6785535,8.621,8.743,8.679,60.33853333333333,24.296048434699063,0.0,82.005,69.68299999999999,50.38808333333333,0.2429537370809118,49.863,50.703,50.441,54.98786666666667,0.1737955614368297,54.695,55.223,54.9865,51.8691,0.086647679362943,51.762,52.043,51.852,46.36218333333333,0.0753463171901891,46.184,46.48,46.371,0.6517333333333333,0.067551077138702,0.59,0.965,0.637,3,100,0,130,1
36,18.90718333333333,18.298,19.459,18.88,1.4286666666666668,0.0214655156374573,1.378,1.467,1.4245,2421.085566666666,195.49404097914544,2218.0,2855.6,2355.8,6.625091666666666,3.0033472645115986,20.479,7.7445,9.465456666666666,0.0172946995717667,9.413,9.525,9.466,157.79948666666667,14.766434277329845,142.2,190.58,152.91,107.0746445,46.11007551869224,0.0,166.31,126.745,1.7251653333333334,0.8692409140313122,0.0,10.641,1.977,0.0,0.0,0.0,0.0,0.0,8.745542833333333,8.676,8.806,8.745,8.682093666666667,8.62,8.741,8.682,60.19851666666667,24.20928517100913,0.0,82.355,69.6485,50.50148333333333,0.2719847635106038,49.961,50.797,50.5685,55.0898,0.1735453635806438,54.781,55.305,55.125,51.95345,0.0743544933273468,51.797,52.051,51.945,46.35541666666666,0.065014024997132,46.195,46.461,46.375,0.64185,0.0518726684180942,0.593,0.841,0.624,3,100,0,130,1
37,18.781366666666667,18.219,19.453,18.7935,1.4208166666666666,0.0242175812776145,1.376,1.467,1.421,2421.4944333333333,195.37249048254384,2219.8,2855.6,2357.2,6.622036666666667,2.9976421221480614,20.423,7.751,9.46188,0.0174350863795335,9.407,9.512,9.462,157.76861,14.76327118326318,141.69,190.56,152.91,107.01590383333333,46.11488195913467,0.0,164.99,126.77,1.7241555000000002,0.8689941561715633,0.0,10.75,1.977,0.0,0.0,0.0,0.0,0.0,8.743158666666666,8.681,8.809,8.743,8.6798235,8.611,8.739,8.679,60.004983333333335,24.117460524529932,0.0,81.873,69.497,50.59571666666667,0.2741310519000344,49.996,50.879,50.629000000000005,55.21276666666667,0.1797774864457961,54.883,55.449,55.234,52.059333333333335,0.0576957733277479,52.012,52.219,52.031,46.48551666666666,0.0810556393267437,46.281,46.625,46.473,0.6413,0.0547543977028019,0.587,0.808,0.621,3,100,0,130,1
38,18.7186,18.208,19.196,18.786,1.4174,0.0231935116584541,1.373,1.461,1.423,2422.7842333333333,195.42376663592552,2219.8,2856.6,2358.0,6.630413333333333,3.0121807959906923,20.479,7.741,9.452106666666667,0.0173707088158063,9.405,9.514,9.451,157.76164166666666,14.777406975326016,142.34,190.56,152.89,107.01763666666666,46.07884779409804,0.0,166.22,126.76,1.716397333333333,0.8662368601269094,0.0,11.031,1.969,0.0,0.0,0.0,0.0,0.0,8.737774666666667,8.682,8.806,8.737,8.676078333333333,8.616,8.747,8.676,60.19785,24.21140003990626,0.0,81.939,69.608,50.67221666666667,0.2657680964176274,50.121,51.008,50.746,55.298433333333335,0.1581454347462294,55.0,55.477,55.3125,52.14393333333333,0.0803738861939724,52.016,52.293,52.121,46.573166666666665,0.0579333827439551,46.391,46.633,46.594,0.6397333333333334,0.0494138067121458,0.589,0.826,0.625,3,100,0,130,1
39,18.847166666666663,18.439,19.422,18.904,1.43355,0.0239663782857482,1.398,1.488,1.4355,2424.2356333333337,196.1414083570255,2222.0,2859.4,2359.6,6.635855,3.019187538554581,20.479,7.748,9.442305,0.0161727519254274,9.396,9.494,9.443,157.83084333333335,14.758082334362411,141.77,190.56,152.98,107.082773,46.13576611833119,0.0,166.26,126.86,1.7233014999999998,0.8676091554028474,0.0,10.445,1.977,0.0,0.0,0.0,0.0,0.0,8.732193833333334,8.667,8.801,8.731,8.670217666666666,8.608,8.739,8.67,60.25461666666667,24.246314451431243,0.0,81.934,69.648,50.71945,0.2564280997452944,50.18,51.023,50.8145,55.35195,0.1393857499464484,55.109,55.52,55.3905,52.29423333333333,0.0761139570859206,52.191,52.473,52.281,46.6557,0.0488679646200105,46.547,46.723,46.633,0.6484666666666666,0.0559747118043668,0.577,0.897,0.6385000000000001,3,100,0,130,1
40,19.208066666666664,18.675,19.713,19.235,1.46255,0.0213640161589688,1.414,1.503,1.4655,2420.9752,196.7137514129564,2218.0,2861.6,2355.8,6.633998333333333,3.0101112556320384,20.479,7.749,9.440233333333332,0.0172373847962292,9.389,9.494,9.439,157.73760166666668,14.791619398567038,142.05,190.6,152.875,106.986294,46.10712922969574,0.0,166.5,126.695,1.730678,0.8677240505025997,0.0,11.086,1.992,0.0,0.0,0.0,0.0,0.0,8.736621833333333,8.684,8.795,8.736,8.674893166666665,8.617,8.735,8.675,60.273900000000005,24.23750982461492,0.0,82.223,69.7005,50.81441666666667,0.2483654559666402,50.293,51.129,50.875,55.45013333333333,0.1530757502373631,55.207,55.645,55.4785,52.3344,0.0720172295769048,52.242,52.473,52.297,46.58028333333333,0.064651894899716,46.441,46.699,46.594,0.6307333333333334,0.0398096601285167,0.585,0.734,0.6265000000000001,3,100,0,130,1
41,19.6554,19.046,20.074,19.6995,1.5034166666666666,0.0195805954330843,1.46,1.534,1.5045,2424.3420666666666,194.593122294366,2221.6,2859.8,2360.4,6.621596666666667,3.0065982003841407,20.479,7.752499999999999,9.44115,0.016065106475737,9.398,9.501,9.441,157.79064166666666,14.765385317430432,141.6,190.93,152.94,107.043783,46.12203018128363,0.0,166.29,126.76,1.7351098333333332,0.8745117597301287,0.0,10.836,1.992,0.0,0.0,0.0,0.0,0.0,8.737543666666667,8.686,8.805,8.737,8.675093166666667,8.623,8.737,8.675,59.95675000000001,24.096778213248232,0.0,81.677,69.70949999999999,50.905166666666666,0.2609237284924393,50.371,51.223,50.9765,55.54883333333333,0.1521196191524065,55.273,55.723,55.549,52.41903333333333,0.0413410645220877,52.355,52.469,52.449,46.5101,0.0738437883964827,46.406,46.707,46.471,0.63165,0.0448677246120684,0.582,0.781,0.621,3,100,0,130,1
42,19.02315,18.515,19.593,19.0105,1.45795,0.0277277472237052,1.416,1.508,1.4585,2421.6365,196.60932761621748,2218.0,2859.8,2356.0,6.61978,3.001509821786997,20.479,7.749499999999999,9.431788333333332,0.0170634736824721,9.385,9.485,9.432,157.69486333333333,14.800616528473588,142.2,190.59,152.76,106.969304,46.05382670417959,0.0,166.44,126.66,1.7331998333333334,0.8768348056766714,0.0,11.133,1.992,0.0,0.0,0.0,0.0,0.0,8.727892,8.667,8.787,8.7275,8.667084833333334,8.604,8.729,8.667,60.02101666666667,24.11605901728434,0.0,82.086,69.6365,50.97945,0.2520356730871094,50.449,51.301,51.035,55.60165,0.1280349296885024,55.387,55.773,55.621,52.49253333333333,0.0641025308648333,52.445,52.672,52.461,46.75795,0.0946825964356524,46.566,46.867,46.789,0.6349833333333332,0.0341772506687831,0.591,0.733,0.6295,3,100,0,130,1
43,18.979666666666667,18.465,19.673,18.977,1.4568833333333333,0.025671385948117,1.414,1.515,1.4555,2421.670433333333,196.28590720011724,2219.8,2859.8,2357.4,6.617328333333333,2.986500933127233,20.347,7.748,9.424265,0.0171682659946224,9.381,9.47,9.424,157.65831166666666,14.812274686210916,141.6,190.59,152.79,106.9178375,46.05180751496439,0.0,164.18,126.92,1.7281376666666668,0.8675081212518758,0.0,10.922,1.977,0.0,0.0,0.0,0.0,0.0,8.7249925,8.668,8.795,8.724,8.664492666666666,8.602,8.724,8.663,59.99605,24.057834589444056,0.0,81.98,69.3275,51.069516666666665,0.255102803582158,50.543,51.395,51.135,55.68198333333333,0.142472773690054,55.453,55.891,55.723,52.53968333333333,0.0741262074624654,52.445,52.684,52.539,46.80316666666667,0.0616155842785677,46.672,46.937,46.82,0.6306666666666666,0.0437224166476891,0.568,0.75,0.623,3,100,0,130,1
44,19.26975,18.837,19.702,19.268,1.4838333333333331,0.0192328873235991,1.443,1.517,1.4845000000000002,2420.583533333333,197.13083931782316,2219.8,2861.0,2354.4,6.621698333333334,2.992958743015496,20.479,7.749499999999999,9.420413333333332,0.0162072086299534,9.377,9.477,9.419,157.63319333333334,14.845990257992678,141.77,190.6,152.76,106.9272585,46.04689644531669,0.0,166.38,127.025,1.7272038333333333,0.8766470560961978,0.0,11.062,1.992,0.0,0.0,0.0,0.0,0.0,8.726438666666667,8.67,8.787,8.726,8.666371833333333,8.606,8.727,8.666,60.064283333333336,24.0586483045161,0.0,81.745,69.403,51.11586666666667,0.2595879046219017,50.566,51.398,51.143,55.73405,0.155383770393488,55.48,55.941,55.725,52.64298333333333,0.0705865238174602,52.535,52.785,52.648,46.80361666666667,0.0493953582073182,46.68,46.879,46.801,0.6396499999999999,0.0631159344891659,0.578,0.908,0.6265000000000001,3,100,0,130,1
45,19.124633333333332,18.546,19.645,19.2095,1.4745,0.0238679275619334,1.424,1.519,1.48,2418.8604,196.35190294503963,2217.8,2857.8,2353.6,6.62801,2.9955189861793454,20.479,7.751,9.412903333333334,0.017016950860339,9.356,9.466,9.414,157.59208166666667,14.84314990267142,142.06,190.55,152.73,106.9054745,46.03677080991287,0.0,166.18,127.05,1.7351356666666666,0.8705871795905523,0.0,11.078,1.992,0.0,0.0,0.0,0.0,0.0,8.717881499999999,8.653,8.783,8.717,8.657165833333334,8.587,8.722,8.656,60.24908333333334,24.14151353524875,0.0,82.035,69.6095,51.193216666666665,0.254572828756811,50.621,51.477,51.293,55.79246666666667,0.1566756843179473,55.496,55.977,55.799,52.71951666666666,0.0669703935767083,52.637,52.867,52.711,46.90495,0.0783398560813576,46.777,47.043,46.875,0.6396,0.0578124378149001,0.578,0.846,0.626,3,100,0,130,1
46,19.30665,18.485,19.816,19.416,1.4863,0.0269659546811234,1.418,1.529,1.4925000000000002,2419.7332666666666,195.82994888799783,2217.6,2853.6,2355.6,6.619646666666667,2.9906462998221577,20.479,7.754,9.405723333333334,0.0171777544409892,9.359,9.461,9.406,157.58220166666666,14.836762198047715,141.17,190.55,152.72,106.88391383333334,46.05271572109828,0.0,166.27,127.035,1.7355376666666669,0.8720806157391341,0.0,10.992,1.992,0.0,0.0,0.0,0.0,0.0,8.7175635,8.655,8.78,8.717,8.657379833333334,8.591,8.715,8.656,60.06355,24.048739518344544,0.0,81.9,69.4705,51.21803333333333,0.244511964052838,50.637,51.484,51.285,55.84343333333333,0.1501049764491631,55.559,56.047,55.8615,52.79156666666667,0.0578447268934585,52.703,52.875,52.785,46.92588333333333,0.1011672707285686,46.766,47.117,46.873,0.64095,0.0563504244791736,0.577,0.839,0.6265000000000001,3,100,0,130,1
47,19.37135,18.675,19.852,19.441000000000003,1.4947833333333334,0.0265783725424573,1.439,1.532,1.5034999999999998,2422.490733333333,196.1358596994424,2220.0,2861.0,2358.0,6.64247,3.013165565255151,20.479,7.764,9.405183333333332,0.016193314297434,9.364,9.45,9.405,157.58094333333335,14.832303989953797,142.22,190.58,152.7,106.88588216666666,46.05596859141541,0.0,166.21,127.005,1.7254746666666667,0.8678983281138859,0.0,10.812,1.977,0.0,0.0,0.0,0.0,0.0,8.716984166666666,8.656,8.786,8.717,8.656672499999999,8.594,8.717,8.656,60.36428333333333,24.201159796477377,0.0,82.118,69.523,51.28616666666667,0.2426103220425363,50.797,51.566,51.3415,55.90363333333333,0.1638467625005751,55.629,56.141,55.918,52.857,0.0527761502375676,52.773,52.969,52.863,46.96061666666667,0.0874290204441238,46.812,47.105,46.949,0.6575333333333333,0.0719563112899993,0.58,0.875,0.637,3,100,0,130,1
48,19.592466666666667,18.785,20.2,19.6,1.5110333333333337,0.0273483285311247,1.442,1.567,1.5125,2417.8548333333333,198.0661786924486,2214.0,2862.2,2351.8,6.640555,3.0165060934788417,20.479,7.756,9.402801666666663,0.0173184548585226,9.356,9.466,9.402,157.56419666666667,14.856790714228028,141.34,190.56,152.68,106.84422833333332,46.04171179181596,0.0,166.41,126.95,1.7243855,0.8683364990614817,0.0,10.977,1.977,0.0,0.0,0.0,0.0,0.0,8.709383166666667,8.637,8.777,8.71,8.649768,8.576,8.714,8.649,60.47613333333333,24.245362818881656,0.0,82.102,69.79050000000001,51.34835,0.2419879409378074,50.82,51.656,51.422,55.98213333333333,0.1688533077793365,55.711,56.215,55.994,52.88723333333333,0.0647308290228756,52.773,53.051,52.867,46.91843333333333,0.0736193523439873,46.812,47.094,46.92,0.6304666666666667,0.051342144668966,0.57,0.777,0.6194999999999999,3,100,0,130,1
49,19.54925,18.914,20.304,19.4825,1.507183333333333,0.0322466614572927,1.454,1.57,1.5055,2417.662566666667,196.1208733194169,2214.0,2853.4,2353.4,6.632315,2.993855063182012,20.479,7.7615,9.396583333333332,0.0166350311890294,9.345,9.445,9.3955,157.56484,14.85850812222874,141.47,190.55,152.69,106.86601483333334,46.05867421802749,0.0,166.3,127.03,1.7140006666666667,0.8668722314027318,0.0,11.023,1.969,0.0,0.0,0.0,0.0,0.0,8.7075935,8.65,8.771,8.707,8.6490575,8.587,8.712,8.649,60.34396666666667,24.15438690335228,0.0,82.107,69.7465,51.39461666666667,0.2628994840249185,50.836,51.727,51.461,56.03313333333333,0.1749124203773459,55.719,56.234,56.0565,52.93271666666667,0.0714551160926838,52.848,53.098,52.941,46.97998333333333,0.0902293671736883,46.828,47.117,47.0195,0.6288333333333332,0.0417714388948314,0.566,0.747,0.617,3,100,0,130,1
50,19.6313,19.236,20.013,19.6535,1.5156666666666667,0.0145435251673651,1.484,1.551,1.519,2417.0092,197.1200547416648,2213.8,2855.6,2351.8,6.622501666666667,2.9917360167613745,20.479,7.758,9.393548333333332,0.0164343484884341,9.349,9.449,9.394,157.5742,14.849373653782536,141.73,190.78,152.73,106.90339783333332,46.02883152836437,0.0,166.21,127.06,1.7126375,0.8642783289728339,0.0,11.133,1.969,0.0,0.0,0.0,0.0,0.0,8.703713333333333,8.639,8.76,8.703,8.646877166666666,8.589,8.71,8.646,60.25075,24.098139841444123,0.0,82.273,69.8245,51.46833333333333,0.263148966426,50.891,51.742,51.5235,56.08488333333333,0.1567609744398937,55.793,56.289,56.139,52.99711666666667,0.0464864083167547,52.941,53.078,53.023,47.00911666666666,0.0717642306602647,46.852,47.121,47.027,0.6278166666666666,0.0421166626982261,0.571,0.746,0.622,3,100,0,130,1
51,19.808566666666664,19.487,20.153,19.805,1.5285333333333333,0.016999966766335,1.494,1.559,1.529,2417.6376333333333,196.6643034507657,2215.6,2855.8,2353.0,6.62241,2.990710871084674,20.479,7.759,9.39092,0.0163837616583247,9.337,9.435,9.391,157.61297166666665,14.828756986280483,141.47,190.56,152.79,106.917343,46.07157880046597,0.0,166.28,127.085,1.7199308333333334,0.8659836366770864,0.0,10.859,1.969,0.0,0.0,0.0,0.0,0.0,8.700791833333334,8.644,8.758,8.7,8.643941,8.583,8.705,8.644,60.23301666666667,24.099895693910064,0.0,82.476,69.7625,51.52106666666667,0.2505375824621719,50.984,51.809,51.5645,56.162616666666665,0.1567738403103329,55.871,56.379,56.225,53.0302,0.0530164029622032,52.941,53.117,53.037,46.98943333333333,0.0451304574770797,46.918,47.066,47.012,0.6350666666666667,0.0408751164064756,0.583,0.756,0.6285000000000001,3,100,0,130,1
52,19.529083333333336,18.91,20.053,19.61,1.5066333333333333,0.0278719631114066,1.455,1.549,1.512,2415.6082333333334,196.2137347311888,2213.8,2851.4,2351.6,6.619305,2.989926770362201,20.479,7.756,9.383056666666668,0.0161909553129348,9.339,9.425,9.383,157.54615833333332,14.850320793264853,141.4,190.63,152.72,106.86868016666666,46.00764886323278,0.0,166.23,126.98,1.7225358333333334,0.867041427608183,0.0,11.047,1.977,0.0,0.0,0.0,0.0,0.0,8.695814333333333,8.637,8.752,8.695,8.638503166666666,8.58,8.696,8.638,60.224783333333335,24.080058462604065,0.0,81.89,69.809,51.56841666666666,0.2513084600454109,51.031,51.898,51.645,56.2038,0.1447282432933564,55.93,56.398,56.234,53.121766666666666,0.0675777936314178,53.027,53.285,53.105,47.15835,0.088112182924165,46.988,47.332,47.184,0.6599,0.0934494697140144,0.583,1.028,0.6325000000000001,3,100,0,130,1
53,19.51226666666667,19.185,20.126,19.5045,1.5076500000000002,0.0180083078755993,1.476,1.559,1.507,2416.2641333333336,196.3212186793209,2212.0,2853.4,2352.0,6.623915,2.984517171283234,20.479,7.7605,9.383541666666666,0.0151206035475318,9.333,9.446,9.382,157.53197166666666,14.85535460889315,141.38,190.58,152.7,106.83982216666666,46.0367143265808,0.0,166.39,127.01,1.7172071666666668,0.8640897320838979,0.0,11.008,1.969,0.0,0.0,0.0,0.0,0.0,8.698417333333333,8.639,8.762,8.698,8.639050333333333,8.576,8.696,8.639,60.28791666666667,24.106795186821877,0.0,82.097,69.787,51.61326666666666,0.2469302287147229,51.051,51.926,51.697,56.2712,0.1604451223569486,55.977,56.484,56.254,53.13821666666667,0.0709292059724849,53.027,53.297,53.117,47.17971666666666,0.0596120485110488,47.094,47.289,47.184,0.6257,0.0412361121973513,0.563,0.74,0.619,3,100,0,130,1
